rank,song,artist,image_url,spotify_id,streams_songs,weekly_gain_songs,year_songs,genre,language
"2,813",Kiwi,Harry Styles,https://i.scdn.co/image/ab67616d000048516c619c39c853f8b1d67b7859,6KImCVD70vtIoJWnq6nGn3,598542271,129863,2017,Rock,English
"2,814",Ella,Junior H,https://i.scdn.co/image/ab67616d000048518bdd97bcdc83463812277751,7Gi6gjaWy3DxyilpF1a8Is,598484489,408612,2019,Regional Mexican,Spanish
"2,815",All Falls Down,"Alan Walker ft. Noah Cyrus, Digital Farm Animals & Juliander",https://i.scdn.co/image/ab67616d00004851a108e07c661f9fc54de9c43a,7vk5e3vY1uw9plTHJAMwjN,598426280,75688,2017,Electronic,English
"2,816",Yebba's Heartbreak,Yebba,https://i.scdn.co/image/ab67616d00004851cd945b4e3de57edd28481a3f,3TVXtAsR1Inumwj472S9r4,598272560,453435,2021,R&B,English
"2,817",Someday,The Strokes,https://i.scdn.co/image/ab67616d0000485113f2466b83507515291acce4,0epOFNiUfyON9EYx7Tpr6V,598071145,199848,2001,Rock,English
"2,818",Burn It To The Ground,Nickelback,https://i.scdn.co/image/ab67616d00004851f74baf63e915712df348e647,6deZN1bslXzeGvOLaLMOIF,598043556,416661,2008,Hard Rock,English
"2,819",Overdue,Metro Boomin & Travis Scott,https://i.scdn.co/image/ab67616d000048512887f8c05b5a9f1cb105be29,0iEtIxbK0KxaSlF7G42ZOp,598027935,174837,2018,Hip-hop,English
"2,820",Close Eyes,DVRST,https://i.scdn.co/image/ab67616d0000485111447aead485afd7c57aa042,0XFgyr4jwM0MGeZZW0VzA5,597844117,108030,2021,Electronic,English
"2,821",Acquainted,The Weeknd,https://i.scdn.co/image/ab67616d000048517fcead687e99583072cc217b,1Xyo4u8uXC1ZmMpatF05PJ,597767429,170200,2015,R&B,English
"2,822",Make No Sense,YoungBoy Never Broke Again,https://i.scdn.co/image/ab67616d00004851a4cba447b322609cd47fb9d3,7wlFDEWiM5OoIAt8RSli8b,597601993,345097,2019,Hip-hop,English
"2,823",How We Do,The Game ft. 50 Cent,https://i.scdn.co/image/ab67616d00004851b1d860ab1ba847e778b2796d,0NbfKEOTQCcwd6o7wSDOHI,597394280,281080,2004,Hip-hop,English
"2,824",Selamat (Selamat Tinggal),Virgoun ft. Audy,https://i.scdn.co/image/ab67616d00004851fd1d8a47a0bfd405654793cb,4bAgr9zaF0bpzVGHdHuf0f,597335392,487908,2019,Folk,Indonesian
"2,825",Beast Of Burden,The Rolling Stones,https://i.scdn.co/image/ab67616d00004851517ca507056a999557dd2c25,22bE4uQ6baNwSHPVcDxLCe,597095448,206049,1978,Rock,English
"2,826",In My Life,The Beatles,https://i.scdn.co/image/ab67616d00004851ed801e58a9ababdea6ac7ce4,3WrFJ7ztbogyGnTHbHJFl2,596917801,297366,1965,Pop,English
"2,827",Opalite,Taylor Swift,https://i.scdn.co/image/ab67616d00004851f756bdc2c11a985dc0c06d94,06HL4z0CvFAxyc27GXpf02,596786670,2249515,2025,Pop,English
"2,828",Come A Little Closer,Cage The Elephant,https://i.scdn.co/image/ab67616d00004851415b79227c6cee25f42fbf41,26T3LtbuGT1Fu9m0eRq5X3,596783232,284656,2013,Rock,English
"2,829",Quema,Ryan Castro & Peso Pluma,https://i.scdn.co/image/ab67616d000048515b09c760643ebd02c68baa45,7j6DKwmjbxvpQO8h914uEz,596773555,214569,2023,Reggaeton,Spanish
"2,830",Maan Meri Jaan (मान मेरी जान),King,https://i.scdn.co/image/ab67616d0000485137f65266754703fd20d29854,5NHm4TU5Twz7owibYxJfFU,596492851,90907,2022,Ethno-pop,Hindi
"2,831",Again,Fetty Wap,https://i.scdn.co/image/ab67616d0000485102928b251e41844f5186920e,6PXS4YHDkKvl1wkIl4V8DL,596458953,354804,2015,Hip-hop,English
"2,832",Man In The Mirror,Michael Jackson,https://i.scdn.co/image/ab67616d000048512e0cd1330748a5b7764dd562,3fMbdgg4jU18AjLCKBhRSm,596182814,342445,1987,Pop,English
"2,833",Barking,Ramz,https://i.scdn.co/image/ab67616d000048513e6e3631eec47ae9296d2b5e,6ywXRaHY7m2DJ0dd7CsLAB,596162074,139050,2017,Afrobeats,English
"2,834",Partition,Beyoncé,https://i.scdn.co/image/ab67616d000048510d1d6e9325275f104f8e33f3,6vWDO969PvNqNYHIOW5v0m,596093967,143481,2014,R&B,English
"2,835",Bennie And The Jets,Elton John,https://i.scdn.co/image/ab67616d00004851f72f1e38e9bd48f18a17ed9b,3PhoLpVuITZKcymswpck5b,595813879,237965,1973,Rock,English
"2,836",Send Me On My Way,Rusted Root,https://i.scdn.co/image/ab67616d0000485179e5734d0c151415e3fa8d6f,2M3vnW1p5w4uPRkLYTbvdB,595797109,259688,1994,Rock,English
"2,837",Hit The Road Jack,Ray Charles,https://i.scdn.co/image/ab67616d000048514448e36a9ef845b705d80a0d,1eYhYunlNJlDoQhtYBvPsi,595647214,314467,1961,Soul / Motown R&B,English
"2,838",Tell Em,Cochise & Snot,https://i.scdn.co/image/ab67616d00004851e60b56aa1e58fe76240a101b,46HzS7yz0c9udVwtbHk1sx,595294534,102847,2021,Hip-hop,English
"2,839",She's Always A Woman,Billy Joel,https://i.scdn.co/image/ab67616d00004851f2107925b186dbf4b4578edb,6zFYqv1mOsgBRQbae3JJ9e,595148994,247719,1977,Pop,English
"2,840",Hero,Skillet,https://i.scdn.co/image/ab67616d00004851597fa04b299394cdb6b5eab1,49bzE5vRBRIota4qeHtQM8,594817446,309890,2009,Metal,English
"2,841",Brandy (You're A Fine Girl),Looking Glass,https://i.scdn.co/image/ab67616d000048514c95b7cf28c3015c914218e4,5jJN1nmKXzRjodMl1THQeI,594408078,184109,1972,Pop,English
"2,842",Royalty,Egzod & Maestro Chives ft. Neoni,https://i.scdn.co/image/ab67616d0000485165622702cd9b24cb25312c35,3exvMmrLV6o4R42YnG3Id6,594377571,394078,2021,Electronic,English
"2,843",Afraid To Feel,LF System,https://i.scdn.co/image/ab67616d0000485159a010f4ac2c04c3ce5ea7d0,0HxX6imltnNXJyQhu4nsiO,594355988,259831,2022,Electronic,English
"2,844",Head Over Boots,Jon Pardi,https://i.scdn.co/image/ab67616d0000485114d09c1ad67f2028764ee0f4,4MoAOfV4ROWofLG3a3hhBN,593928016,392742,2015,Country,English
"2,845",Stacy's Mom,Fountains Of Wayne,https://i.scdn.co/image/ab67616d00004851079e826265dffc3a8a26bac5,1pgtr4nhBQjp9oCUBPyYWh,593681933,230246,2003,Rock,English
"2,846",Trampoline,Shaed & Zayn,https://i.scdn.co/image/ab67616d000048512752c64f94f9b37ba08f0f22,3KwmxIhSe9UTSEF37kwngR,593535220,66825,2019,Electronic,English
"2,847",Shotta Flow [Blueface Remix],NLE Choppa ft. Blueface,https://i.scdn.co/image/ab67616d00004851c60f9d73b90abca8cbf55335,0ErzCpIMyLcjPiwT4elrtZ,593514330,153983,2019,Hip-hop,English
"2,848",On The Floor [Radio Edit],Jennifer Lopez,https://i.scdn.co/image/ab67616d000048515c7fdd07d99c156401073aaa,2DlGxzQSjYe5N6G9nkYghR,593332165,230785,2011,Pop,English
"2,849",Run BTS (달려라 방탄),BTS,https://i.scdn.co/image/ab67616d0000485117db30ce3f081d6818a8ad49,3Nrfpe0tUJi4K4DXYWgMUX,593131905,278874,2022,K-Pop,Korean
"2,850",Te Robaré,Nicky Jam & Ozuna,https://i.scdn.co/image/ab67616d00004851072a21c666bf2f7b3fababef,1SupJlEpv7RS2tPNRaHViT,593125276,77498,2019,Reggaeton,Spanish
"2,851",Control,Zoe Wees,https://i.scdn.co/image/ab67616d00004851675eda25198c001189f380fc,03d2mJXSMtuPI0nIvLnhoS,592927437,177686,2020,Pop,English
"2,852",Where The Wild Things Are,Luke Combs,https://i.scdn.co/image/ab67616d000048514f279906df8721c0534c0245,718COspgdWOnwOFpJHRZHS,592885320,455391,2023,Country,English
"2,853",Coco Chanel,Eladio Carrión & Bad Bunny,https://i.scdn.co/image/ab67616d00004851fc8563c0dc75d79e73c2dca0,5XJDexmWFLWOkjOEjOVX3e,592866384,191362,2023,Hip-hop,Spanish
"2,854",IDGAF,Drake ft. Yeat,https://i.scdn.co/image/ab67616d000048517d384516b23347e92a587ed1,3TVXtAsR1Inumwj472S9r4,592850093,203581,2023,Hip-hop,English
"2,855",The Trooper,Iron Maiden,https://i.scdn.co/image/ab67616d000048514940b41e78363e8d6b334f97,6mdiAmATAx73kdxrNrnlao,592795949,308247,1983,Metal,English
"2,856",La Fama,Rosalía ft. The Weeknd,https://i.scdn.co/image/ab67616d000048514494c44870e1de47d6461532,7ltDVBr6mKbRvohxheJ9h1,592739106,302991,2021,Tropical,Spanish
"2,857",Happiest Year,Jaymes Young,https://i.scdn.co/image/ab67616d000048514fa99b79cb393270c88adfdf,6QrQ7OrISRYIfS5mtacaw2,592357786,178947,2019,Pop,English
"2,858",Cloud 9,Beach Bunny,https://i.scdn.co/image/ab67616d0000485118350a1dd3b708d94b1362a7,2vnB6tuQMaQpORiRdvXF9H,592250947,117195,2020,Alternative,English
"2,859",Six Feet Under,Billie Eilish,https://i.scdn.co/image/ab67616d00004851fae80fc6c7f60e75cfc519c7,6qqNVTkY8uBg9cP3Jd7DAH,592202455,138287,2016,Alternative,English
"2,860",If We Have Each Other,Alec Benjamin,https://i.scdn.co/image/ab67616d00004851459d675aa0b6f3b211357370,5IH6FPUwQTxPSXurCrcIov,592134399,233940,2018,Pop,English
"2,861",Don't Worry,Madcon ft. Ray Dalton,https://i.scdn.co/image/ab67616d000048510a05111901cb04a9e9077ef8,6c4sUNBgdonFJz8Kx2VsGz,591950020,580361,2015,Pop,English
"2,862",I'm A Believer,The Monkees,https://i.scdn.co/image/ab67616d00004851360a1ae790aa71a0aac4983e,320EPCSEezHt1rtbfwH6Ck,591913606,169026,1966,Pop,English
"2,863",All Out Of Love,Air Supply,https://i.scdn.co/image/ab67616d00004851dabd5d51c868054fed2d6d68,4xXCRXOfQKQ2gjWxNhNzYW,591410783,230015,1980,Pop,English
"2,864",Ramenez La Coupe À La Maison,Vegedream,https://i.scdn.co/image/ab67616d000048511172e6fea73f73597a3e7fa6,4eYnorQRhVHT2KBl2UyHHd,591310366,157561,2018,Afrobeats,French
"2,865",Livin' La Vida Loca,Ricky Martin,https://i.scdn.co/image/ab67616d00004851e7e9b85cc1f021ec12130d80,7slfeZO9LsJbWgpkIoXBUJ,591173851,314449,1999,Pop,English
"2,866",Sandstorm,Darude,https://i.scdn.co/image/ab67616d00004851f9ef39657ba18c612641ee6d,0LhHRmSd1EYM5QdNeNnCoQ,591109107,290629,1999,Electronic,Instrumental
"2,867",Monotonía,Shakira & Ozuna,https://i.scdn.co/image/ab67616d000048519ce5d64fac62023f21f8f04a,0EmeFodog0BfCgMzAIvKQp,590956182,113110,2022,Tropical,Spanish
"2,868",Hide,Juice Wrld ft. Seezyn,https://i.scdn.co/image/ab67616d00004851e2e352d89826aef6dbd5ff8f,4MCBfE4596Uoi2O4DtmEMz,590792774,166607,2018,Hip-hop,English
"2,869",1400 / 999 Freestyle,Trippie Redd ft. Juice Wrld,https://i.scdn.co/image/ab67616d00004851048720225cecc2f638987a39,6Xgp2XMz1fhVYe7i6yNAax,590599072,105927,2018,Hip-hop,English
"2,870",No One Knows,Queens Of The Stone Age,https://i.scdn.co/image/ab67616d000048519eec33b045d88f87b9b06e67,4pejUc4iciQfgdX6OKulQn,590230229,246342,2002,Rock,English
"2,871",Zitti E Buoni,Måneskin,https://i.scdn.co/image/ab67616d000048515aa05015cfa7bd2943c29b21,0lAWpj5szCSwM4rUMHYmrr,590129921,196687,2021,Hard Rock,Italian
"2,872",Whiskey In The Jar,Metallica,https://i.scdn.co/image/ab67616d000048517e1f85f69323acac962516c4,2ye2Wgw4gimLv2eAKyk1NB,589977042,253187,1998,Metal,English
"2,873",Ojitos Chiquitos,Don Omar,https://i.scdn.co/image/ab67616d000048517d8587420b475a1cff51fb94,33ScadVnbm2X8kkUqOkC6Z,589672270,332857,2006,Reggaeton,Spanish
"2,874",La Media Vuelta,Luis Miguel,https://i.scdn.co/image/ab67616d000048515bbb2861d3459dbff0148f50,2nszmSgqreHSdJA3zWPyrW,588720571,274844,1994,Pop,Spanish
"2,875",Buttons,The Pussycat Dolls,https://i.scdn.co/image/ab67616d00004851babcb2f14d337632f3f313ef,6wPhSqRtPu1UhRCDX5yaDJ,588382020,428387,2005,R&B,English
"2,876",El Lokeron,Tito Double P,https://i.scdn.co/image/ab67616d0000485147e9618ef7411438f9c9478b,5eumcnUkdmGvkvcsx1WFNG,588338527,441796,2024,Regional Mexican,Spanish
"2,877",Shots [Broiler Remix],Imagine Dragons ft. Broiler,https://i.scdn.co/image/ab67616d0000485159ac0a9acb7bf0d315301152,53XhwfbYqKCa1cC15pYq2q,588153706,219274,2015,Electronic,English
"2,878",Honeypie,Jawny,https://i.scdn.co/image/ab67616d00004851af032d0cf12713a2f36e52b4,25pd339V2rRJo84USlcSRP,588017703,352700,2020,Alternative,English
"2,879",Stereo Love,Edward Maya & Vika Jigulina,https://i.scdn.co/image/ab67616d00004851f3183fa70b6d9168a6ad7c9c,6XwwFnewNgWp81MYMK8zLq,587854528,293527,2009,Electronic,English
"2,880",The Power Of Love,Huey Lewis & The News,https://i.scdn.co/image/ab67616d000048512b70a157d545c04cc5a7d7a5,7A9yZMTrFZcgEWAX2kBfK6,587837734,252412,1985,Pop,English
"2,881",Te Amo,Piso 21 & Paulo Londra,https://i.scdn.co/image/ab67616d00004851bc80625f6bd474fa01f8bd5e,4bw2Am3p9ji3mYsXNXtQcd,587792363,152237,2018,Pop,Spanish
"2,882",Excuses,"AP Dhillon, Gurinder Gill & Intense",https://i.scdn.co/image/ab67616d000048515b74e703d6ffb2ea16860c86,6LEG9Ld1aLImEFEVHdWNSB,587754076,166166,2020,Pop,Punjabi
"2,883",Sum 2 Prove,Lil Baby,https://i.scdn.co/image/ab67616d00004851aca2750de362a4660b693411,5f7VJjfbwm532GiveGC0ZK,587655316,244447,2020,Hip-hop,English
"2,884",I Adore You,"Hugel, Topic & Arash ft. Daecolm",https://i.scdn.co/image/ab67616d0000485105005dc483e9f8a73ccc6d3d,5PlfkPxwCpRRWQJBxCa0By,587337422,835431,2024,Electronic,English
"2,885",Intro (End Of The World),Ariana Grande,https://i.scdn.co/image/ab67616d00004851c75a14e746ffe2030e8cd5da,66CXWjxzNUsdJxJ2JdwvnR,587204797,242815,2024,R&B,English
"2,886",Because You Loved Me,Céline Dion,https://i.scdn.co/image/ab67616d00004851c6aebd89b2dcda3348649633,4S9EykWXhStSc15wEx8QFK,587183082,323442,1996,Pop,English
"2,887",Fake It,Seether,https://i.scdn.co/image/ab67616d00004851c418220159462cdd7cfeb9a1,6B5c4sch27tWHAGdarpPaW,587167696,232629,2007,Hard Rock,English
"2,888",Who Do You Love,The Chainsmokers ft. 5 Seconds Of Summer,https://i.scdn.co/image/ab67616d000048515e90ff76fd49a23f7333de76,69GGBxA162lTqCwzJG5jLp,587105724,57789,2019,Electronic,English
"2,889",This One's For You,David Guetta ft. Zara Larsson,https://i.scdn.co/image/ab67616d000048518578c2a3845fe05754d90183,1Cs0zKBU1kc0i8ypK3B9ai,587086555,143746,2016,Electronic,English
"2,890",Cairo,Karol G & Ovy On The Drums,https://i.scdn.co/image/ab67616d0000485182de1ca074ae63cb18fce335,790FomKkXshlbRYZFtlgla,586951874,132588,2023,Reggaeton,Spanish
"2,891",Superpowers,Daniel Caesar,https://i.scdn.co/image/ab67616d00004851e242f18dafe885fcf425fe1f,20wkVLutqVOYrc0kxFs7rA,586882938,907937,2023,Soul / Motown R&B,English
"2,892",Eres,Café Tacvba,https://i.scdn.co/image/ab67616d00004851624927252564ef4625307897,09xj0S68Y1OU1vHMCZAIvz,586779299,343603,2003,Rock,Spanish
"2,893",Daisy,Ashnikko,https://i.scdn.co/image/ab67616d0000485111b63834a1a557cc77403458,3PyJHH2wyfQK3WZrk9rpmP,586677934,100063,2020,Alternative,English
"2,894",Homicide,Logic ft. Eminem,https://i.scdn.co/image/ab67616d0000485141c0ad3e39388ab332ffb023,4xRYI6VqpkE3UwrDrAZL8L,586319680,77672,2019,Hip-hop,English
"2,895",223's,YNW Melly ft. 9lokkNine,https://i.scdn.co/image/ab67616d000048510f47d89f02cd58a168b8193e,1cNDP5yjU5vjeR8qMf4grg,586140758,135270,2019,Hip-hop,English
"2,896",¿Tú De Qué Vas?,Franco De Vita,https://i.scdn.co/image/ab67616d00004851e61c36e2c29c574079b7c5b9,4NEYQeEYBUjfaXgDQGvFvu,585863505,283217,2004,Pop,Spanish
"2,897",When I'm Gone,Eminem,https://i.scdn.co/image/ab67616d00004851c3e575617a5604fc4c34d93b,7dGJo4pcD2V6oG8kP0tJRR,585824497,148014,2005,Hip-hop,English
"2,898",Bella,Wolfine,https://i.scdn.co/image/ab67616d00004851a167cfc983ff7212b0c02d2b,2OnKRchqP7tT0FzTvWIFI7,585568105,121517,2017,Pop,Spanish
"2,899",Entre Nosotros,Tiago PZK & Lit Killah,https://i.scdn.co/image/ab67616d0000485188f6edefe32e6d715a4f6653,5Y3MV9DZ0d87NnVm56qSY1,585458758,207479,2021,Hip-hop,Spanish
"2,900",My Future,Billie Eilish,https://i.scdn.co/image/ab67616d000048512a038d3bf875d23e4aeaa84e,6qqNVTkY8uBg9cP3Jd7DAH,585069208,148707,2020,Alternative,English
"2,901",Buddy Holly,Weezer,https://i.scdn.co/image/ab67616d00004851ccb905a7b403aa786f96b374,3jOstUTkEu2JkjvRdBA5Gu,584645058,388633,1994,Rock,English
"2,902",Kill Em With Kindness,Selena Gomez,https://i.scdn.co/image/ab67616d000048516bc7473df6c9d1fd90972e84,0C8ZW7ezQVs4URX5aX7Kqx,584532183,52710,2015,Pop,English
"2,903",Hotline (Edit),Billie Eilish,https://i.scdn.co/image/ab67616d00004851c820a9669147be3addd7f221,6qqNVTkY8uBg9cP3Jd7DAH,584512622,138573,2023,Alternative,English
"2,904",(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,https://i.scdn.co/image/ab67616d0000485191076c38e02c44d7cabc1806,1XE70WwxhnrXNAJYQQ9ygx,584484842,211862,1987,Pop,English
"2,905",You're Somebody Else,Flora Cash,https://i.scdn.co/image/ab67616d0000485180352ed7db9dbe30df981a99,6GpcBKNmZDIrRzYkPJu7Wd,584458889,186844,2017,Folk,English
"2,906",Los Infieles [Live],Aventura,https://i.scdn.co/image/ab67616d00004851c28a6d0f6ed7b540f8208543,1qto4hHid1P71emI6Fd8xi,584311561,322366,2006,Tropical,Spanish
"2,907",Father And Son,Yusuf / Cat Stevens,https://i.scdn.co/image/ab67616d00004851e33202ec41441204bfcf18a5,08F3Y3SctIlsOEmKd6dnH8,584274048,219802,1970,Folk,English
"2,908",Let You Love Me,Rita Ora,https://i.scdn.co/image/ab67616d00004851f1b136eb0388414a8225a348,5CCwRZC6euC8Odo6y9X8jr,584102731,117891,2018,Pop,English
"2,909",From Time,Drake ft. Jhené Aiko,https://i.scdn.co/image/ab67616d00004851adfb5909ec66db5fbb4d06c8,3TVXtAsR1Inumwj472S9r4,584085458,162584,2013,Hip-hop,English
"2,910",Playing Games [Extended Version],Summer Walker & Bryson Tiller,https://i.scdn.co/image/ab67616d0000485193e2baf7cebd1613156afd60,57LYzLEk2LcFghVwuWbcuS,583990311,117728,2019,R&B,English
"2,911",Juice,Lizzo,https://i.scdn.co/image/ab67616d000048517bebcd2260ef90d7cb7ec0fb,56oDRnqbIiwx4mymNEv7dS,583700547,82719,2019,Soul / Motown R&B,English
"2,912",Sleep On The Floor,The Lumineers,https://i.scdn.co/image/ab67616d0000485121b550b66cf1391c6642088c,16oZKvXb6WkQlVAjwo2Wbg,583204636,160632,2016,Rock,English
"2,913",Only Human,Jonas Brothers,https://i.scdn.co/image/ab67616d00004851de1a3a5eaa0c75bb18e7b597,7gOdHgIoIKoe4i9Tta6qdD,583183755,124721,2019,Pop,English
"2,914",Rich Nigga Shit,21 Savage & Metro Boomin ft. Young Thug,https://i.scdn.co/image/ab67616d000048512fafc0749fcd9d3ceb5f7a29,1URnnhqYAYcrqrcwql10ft,583098471,176464,2020,Hip-hop,English
"2,915",En El Muelle De San Blas,Maná,https://i.scdn.co/image/ab67616d000048512f770148868be769ff9f7a90,7okwEbXzyT2VffBmyQBWLz,582832029,483245,1997,Rock,Spanish
"2,916",Reel It In,Aminé,https://i.scdn.co/image/ab67616d00004851a52fb68f00620e45ed7467c5,3Gm5F95VdRxW3mqCn8RPBJ,582812232,44791,2018,Hip-hop,English
"2,917",Bella Y Sensual,"Romeo Santos, Daddy Yankee & Nicky Jam",https://i.scdn.co/image/ab67616d00004851827d0777f8cccdf5b7481442,5lwmRuXgjX8xIwlnauTZIP,582660630,146231,2017,Reggaeton,Spanish
"2,918",It's Beginning To Look A Lot Like Christmas,"Perry Como, The Fontane Sisters, Mitchell Ayres And His Orchestra",https://i.scdn.co/image/ab67616d00004851891e859515c2f40e21bea8ab,5v8jlSmAQfrkTjAlpUfWtu,582657851,4919,1951,Seasonal,English
"2,919",Got It On Me,Pop Smoke,https://i.scdn.co/image/ab67616d0000485177ada0863603903f57b34369,0eDvMgVFoNV3TpwtrVCoTj,582581437,92137,2020,Hip-hop,English
"2,920",Look After You,The Fray,https://i.scdn.co/image/ab67616d0000485159b8b957f164ce660919f1f4,0zOcE3mg9nS6l3yxt1Y0bK,582567416,529051,2005,Rock,English
"2,921",Black Betty,Ram Jam,https://i.scdn.co/image/ab67616d00004851fa5dcfc4b1b99a0598224758,6FITmSxIMsk6TfulFiCIIz,582434662,232177,1977,Rock,English
"2,922",21,Polo G,https://i.scdn.co/image/ab67616d0000485196675b868c40b1bd2d1009e0,6AgTAQt8XS6jRWi4sX7w49,582078944,110022,2020,Hip-hop,English
"2,923",Erase Your Social,Lil Uzi Vert,https://i.scdn.co/image/ab67616d000048517efae18357229ecafd0eb31e,4O15NlyKLIASxsJ0PrXPfz,582047318,200245,2016,Hip-hop,English
"2,924",Drama,Roy Woods ft. Drake,https://i.scdn.co/image/ab67616d000048511b6c184bddb35dac93822101,7mDU6nMUJnOSY2Hkjz5oqM,582027156,140914,2015,Hip-hop,English
"2,925",Goodbye Yellow Brick Road,Elton John,https://i.scdn.co/image/ab67616d00004851f72f1e38e9bd48f18a17ed9b,3PhoLpVuITZKcymswpck5b,581850436,248637,1973,Pop,English
"2,926",Belleza De Cantina,Cardenales De Nuevo León,https://i.scdn.co/image/ab67616d00004851aeeeca2584ad761dc943bc5d,0GpuSge5ffZ053NhXxgQkV,581695773,384273,2002,Regional Mexican,Spanish
"2,927",P.Y.T. (Pretty Young Thing),Michael Jackson,https://i.scdn.co/image/ab67616d0000485132a7d87248d1b75463483df5,3fMbdgg4jU18AjLCKBhRSm,581548402,425412,1982,Soul / Motown R&B,English
"2,928",Lose Somebody,Kygo & OneRepublic,https://i.scdn.co/image/ab67616d0000485180368f0aa8f90c51674f9dd2,23fqKkggKUBHNkbKtXEls4,581278784,64175,2020,Electronic,English
"2,929",Bellakeo,Peso Pluma & Anitta,https://i.scdn.co/image/ab67616d000048512690127e1d6cd0aa35cc353b,12GqGscKJx3aE4t07u7eVZ,581102936,195434,2023,Reggaeton,Spanish
"2,930",National Anthem,Lana Del Rey,https://i.scdn.co/image/ab67616d00004851f894be72a77b1488292672c7,00FQb4jTyendYWaN8pK0wa,580993616,180451,2012,Alternative,English
"2,931",Monolog,Pamungkas,https://i.scdn.co/image/ab67616d0000485104d4b84c6eb6b24d61bbd963,7d86ERlvO5UG44j7Va0Y0C,580812459,935511,2018,Alternative,Indonesian
"2,932",Chicago,Michael Jackson,https://i.scdn.co/image/ab67616d0000485184dc5d0b8018238584522562,3fMbdgg4jU18AjLCKBhRSm,580784513,725978,2014,R&B,English
"2,933",Hotel,Montell Fish,https://i.scdn.co/image/ab67616d00004851f46e995aa84c6eb1080100a4,5nvWOyAkfNgVLKESq4fOj2,580751624,334301,2022,Alternative,English
"2,934",The Perfect Girl,Mareux,https://i.scdn.co/image/ab67616d000048513d54a30e59638f60f56dd4e6,7riQPkkGZBnTh9ve5qIhYo,580722592,225893,2021,Alternative,English
"2,935",Touch,Katseye,https://i.scdn.co/image/ab67616d00004851ae505d79ebf40fb207b6d4e0,3c0gDdb9lhnHGFtP4prQpn,580713894,734346,2024,Pop,English
"2,936",First Date,Blink-182,https://i.scdn.co/image/ab67616d0000485154a8f4f9158546472fbb7280,6FBDaR13swtiWwGhX1WQsP,580700260,205983,2001,Rock,English
"2,937",Love Yourz,J. Cole,https://i.scdn.co/image/ab67616d000048516aca031ccc27d2e4dd829d14,6l3HvQ5sa6mXTsMTB19rO5,580685789,228843,2014,Hip-hop,English
"2,938",The Cut That Always Bleeds,Conan Gray,https://i.scdn.co/image/ab67616d00004851433c4f0481bd093fcedbace7,4Uc8Dsxct0oMqx0P6i60ea,580679289,625705,2020,Alternative,English
"2,939",Fri(end)s,V,https://i.scdn.co/image/ab67616d00004851377ee031d0a3da40db19ccf4,3JsHnjpbhX4SnySpvpa9DK,580564721,228031,2024,Soul / Motown R&B,English
"2,940",Give A Little Bit,Supertramp,https://i.scdn.co/image/ab67616d00004851bddcc30c6a3288e725aec2df,3JsMj0DEzyWc0VDlHuy9Bx,580536868,186189,1977,Rock,English
"2,941","Nuthin' But A ""G"" Thang",Dr. Dre ft. Snoop Dogg,https://i.scdn.co/image/ab67616d000048519710731c9d7baec635f1bab1,6DPYiyq5kWVQS4RGwxzPC7,580387954,287854,1992,Hip-hop,English
"2,942",Cómo Te Atreves,Morat,https://i.scdn.co/image/ab67616d000048519eb71b7fe146a474ff2b607e,5C4PDR4LnhZTbVnKWXuDKD,580107216,238766,2016,Folk,Spanish
"2,943",Still Think About You,A Boogie Wit Da Hoodie,https://i.scdn.co/image/ab67616d00004851f2baf6d743ae26f97777f026,31W5EY0aAly4Qieq6OFu6I,580072811,379058,2016,Hip-hop,English
"2,944",Ella Me Levantó,Daddy Yankee,https://i.scdn.co/image/ab67616d0000485123a0d80da059e0b729f42714,4VMYDCV2IEDYJArk749S6m,579870342,297775,2007,Tropical,Spanish
"2,945",Swimming Pools (Drank) [Extended Version],Kendrick Lamar,https://i.scdn.co/image/ab67616d00004851d28d2ebdedb220e479743797,2YZyLoL8N0Wb9xBt1NhZWg,579616454,154633,2012,Hip-hop,English
"2,946",Dark Paradise,Lana Del Rey,https://i.scdn.co/image/ab67616d00004851f894be72a77b1488292672c7,00FQb4jTyendYWaN8pK0wa,579604370,232074,2012,Alternative,English
"2,947",What's Luv?,Fat Joe ft. Ashanti & Ja-Rule,https://i.scdn.co/image/7bb3a0b50c9c42572efd9772628c14140f70980a,3ScY9CQxNLQei8Umvpx5g6,579543196,245630,2001,Hip-hop,English
"2,948",N95,Kendrick Lamar,https://i.scdn.co/image/ab67616d000048512e02117d76426a08ac7c174f,2YZyLoL8N0Wb9xBt1NhZWg,579530080,131551,2022,Hip-hop,English
"2,949",Kiss From A Rose,Seal,https://i.scdn.co/image/ab67616d0000485133d4866ed921300e8ef50808,5GtMEZEeFFsuHY8ad4kOxv,579280750,280967,1994,Soul / Motown R&B,English
"2,950",Hayloft,Mother Mother,https://i.scdn.co/image/ab67616d00004851bf77ec4fe60aa3163d91e767,0e86yPdC41PGRkLp2Q1Bph,579165680,124934,2008,Alternative,English
"2,951",How It's Done,"Ejae, Audrey Nuna & Rei Ami",https://i.scdn.co/image/ab67616d000048514dcb6c5df15cf74596ab25a4,2yNNYQBChuox9A5Ka93BIn,579135301,781477,2025,K-Pop,English
"2,952",Lovesick,Mura Masa ft. ASAP Rocky,https://i.scdn.co/image/ab67616d000048516818aa231aa543cf87e1374a,5Q81rlcTFh3k6DQJXPdsot,578788657,128525,2016,Electronic,English
